Material,Dopant,Concentration,Position,Temperature_K,Ion_Mobility_cm2_Vs,Conductivity_Factor,Diffusion_Barrier_eV,Jump_Frequency_Hz,Path_Length_Angstrom,Ion_Phonon_Coupling,Local_Distortion_Index,Channel_Volume_Change_Percent,Defect_Ion_Interaction_eV,Entropy_Change_J_molK,Enthalpy_Change_kJ_mol,Gibbs_Free_Energy_kJ_mol,Phonon_Scattering_Rate
Li7PS3Cl,Mg,0.02,S-site,500,0.00016120295039731108,1.2706983869941593,0.23960128055018898,6271306631099.949,2.491908845119693,0.3609998236170015,0.24362904139731645,0.15709878253492476,-0.07039066738343022,-9.464662170450607,-27.475560773083398,-22.743229687858094,0.4952723425199971
Li7PS3Cl,Mg,0.04,P-site,500,0.0006780814489056032,1.2275293070706823,0.3003253843989722,7903931791657.13,3.133826751667928,0.4499295111440122,0.06721669580918303,-0.22292975453853103,-0.25685613817811354,-0.9176283202827594,45.20652933771334,45.66534349785472,0.9484812029014383
Li7PS3Cl,Mg,0.04,S-site,500,0.0007758534731540635,1.2233270606954696,0.16392040851220216,8077161630681.869,2.779372348043118,0.08037619309323873,0.15382687360809108,0.27256761558526427,-0.31603534074967476,4.243291777772682,57.48561221498011,55.36396632609377,0.17858471365591877
Li7PS3Cl,Mg,0.06,Li-site,500,0.0004413849671598654,1.2640507657894402,0.28858560252078197,7010905411703.803,7.521935160679342,0.09127528305462997,0.19955336185566955,-0.08324784033432915,0.2515948518289955,12.167679116305482,-30.775836101405574,-36.85967565955831,0.8447871944127897
Li7PS3Cl,Mg,0.06,S-site,500,3.4122426312150684e-05,1.242716511178908,0.2562552523533011,3464583636219.649,7.113569777191232,0.126266368335408,0.3085915036811769,0.23192647869264946,-0.4397774274869695,-6.4150560251983935,-60.59435549023728,-57.38682747763808,0.6296109500137815
Li7PS3Cl,Mg,0.06,Interstitial,500,0.0006394570910965923,1.2648691064635607,0.29644273970603224,1647704106951.14,3.6015546263630744,0.2824188810372398,0.2006522789192072,0.08843834224887231,0.4442959927866449,5.414465595216512,13.648597172966763,10.941364375358507,0.43250280094544746
Li7PS3Cl,Mg,0.08,Li-site,500,0.001056567438418401,1.3474152353765463,0.15631269438943374,13037398194292.346,6.561139370245179,0.14626542534802894,0.22422622906063475,0.6225023495399973,-0.2829788462826267,3.7893408127808077,22.44800236884458,20.553331962454177,0.24699930224222763
Li7PS3Cl,Mg,0.09,P-site,500,9.274444017412755e-05,1.2317763980856453,0.29743349068556246,812908524934.8802,5.7777528553541275,0.10509563454038223,0.19472220174968963,0.7823623308912268,-0.07550901582235496,12.248349781646377,7.274783328503938,1.1506084376807495,0.4537329920558984
Li7PS3Cl,Mg,0.11,Interstitial,500,0.0008088733139122993,1.256720061585566,0.1907358829165415,7238577876572.242,4.3454387347039445,0.2518574524468986,0.09779422781021196,0.12111645051184494,-0.39300015040210984,5.89064094789687,-36.591800467705056,-39.53712094165349,0.1333753058109465
Li7PS3Cl,Mg,0.12,Interstitial,500,0.0005755869041558047,1.2509674124202708,0.05430322186915662,10389573093295.441,5.933013485508072,0.4543650073492465,0.19835713399653915,1.2293296806354321,0.2659384882771318,-9.692734032658358,-11.536667366723393,-6.690300350394214,1.1294196702280304
Li7PS3Cl,Mg,0.13,Li-site,500,0.0006032748140458792,1.2517867492426633,0.1739633244144534,12295856897743.809,7.035933899185256,0.11716830331987164,0.3474690553709128,0.029892908475878093,-0.589156197052984,-2.4164248804348825,-33.203090017988856,-31.994877577771415,1.047806610341321
Li7PS3Cl,Mg,0.13,P-site,500,0.0011773156340266421,1.299026910927482,0.04254172580911732,4306582007198.217,3.8572465542442944,0.4101654800936934,0.1960243028505925,-0.4681845957726364,0.11527815511918474,8.16786346624055,-15.312475286258724,-19.396407019378998,0.21726069104204065
Li7PS3Cl,Mg,0.14,P-site,500,0.00046631046424829535,1.2049492799328854,0.2735796259469213,5733506744913.188,2.3544491501669182,0.3797540703395506,0.23095663482731865,1.3775868820835313,-0.3581665296326413,7.867465922623529,6.9511946904181885,3.017461729106424,0.1318383042832757
Li7PS3Cl,Mg,0.14,S-site,500,0.0005503599369028575,1.2246223850816973,0.10688618432481495,6526140551533.42,5.093949309373929,0.29421625036729565,0.1218973166170501,1.6564962246547197,0.4275137958665691,-0.04082821732349833,12.643665577608454,12.664079686270203,0.3409068315510715
Li7PS3Cl,Ca,0.02,S-site,500,0.00010223195096284163,1.3633341992518213,0.1148599766861843,11360076651690.643,5.357692253852833,0.5386774141866695,0.3530899322915145,-0.13261226141785973,-0.4373254587274281,-6.806889630414502,23.083349758892318,26.48679457409957,1.0706275901916655
Li7PS3Cl,Ca,0.03,S-site,500,0.00046794467577464667,1.2299279764819622,0.28840055985765706,591302782506.9681,3.1984184149769592,0.3844813040106324,0.2613554182906285,-0.1625953986717423,-0.10132449798704687,3.6689726829739406,24.361250633861225,22.526764292374253,0.8392368781503187
Li7PS3Cl,Ca,0.04,Interstitial,500,0.0008618305626433486,1.2979327236294649,0.13712724741401144,5740741838437.203,3.501486862372943,0.5145216261235942,0.21459715896388437,0.16359599794203702,-0.20695343243483472,-8.259824095854686,-53.7460457666581,-49.61613371873076,0.9014284842584528
Li7PS3Cl,Ca,0.05,Li-site,500,0.0006822690303244528,1.2319405784415227,0.19590858094479932,11348604186599.373,6.888078993038345,0.6278553353930028,0.04986759013127065,-0.20370924855092265,0.11767784561911865,7.898622482153333,-26.45662091621917,-30.405932157295837,0.35422825570046607
Li7PS3Cl,Ca,0.05,P-site,500,0.0007345674345736558,1.273774504593034,0.07571662216992482,7879769421533.503,3.973824137633497,0.17923563995518257,0.1565201877110132,-0.14759123106870028,0.43205981592572396,-2.6192144589413298,-32.44567271158685,-31.136065482116187,0.5960370849545171
Li7PS3Cl,Ca,0.06,S-site,500,0.0007960240934468412,1.3672928437079963,0.043636014301666685,2587341384398.0796,4.674103276872195,0.3693882163680706,0.33957008942005634,0.8059314928563076,-0.12115186884321309,-12.376307237595956,41.17896411844768,47.36711773724566,0.7460933017910256
Li7PS3Cl,Ca,0.09,Interstitial,500,0.0006386623369934061,1.207488330844268,0.24952104728852695,2293567319886.717,2.2461073697726133,0.5652220759550889,0.07518232367664862,-0.14124065851518738,0.22168700782367648,-2.1868111729781305,45.43947274066579,46.532878327154855,0.4305115240668785
Li7PS3Cl,Ca,0.1,Li-site,500,0.0010997458902832007,1.3674092563797864,0.15127097870862904,4876482092639.607,4.820817740958287,0.42517417645570155,0.39040092022089945,-0.2591521481906013,0.4809221322309584,8.619607332471094,65.47921476278574,61.1694110965502,1.0593056021954905
Li7PS3Cl,Ca,0.12,P-site,500,0.0006106500845144023,1.2547290794909463,0.1845665243715569,8562303280536.854,2.6023719813910624,0.523184363291608,0.22847036897458295,-0.5894374450873832,0.3376955496538915,-3.087888975148374,-50.1430525014044,-48.59910801383021,0.8241058357812219
Li7PS3Cl,Ca,0.13,Li-site,500,0.0007530831211997541,1.3246379485185191,0.07948818702686172,973779415518.4971,7.336741993282334,0.5199988552825138,0.4600071820979354,0.8938886063066283,0.5218420723672437,8.66178171715093,45.624019131994785,41.29312827341932,0.7213951693973556
Li7PS3Cl,Ca,0.13,S-site,500,0.0007057810285730661,1.2348922135138343,0.26491410380906344,5763615593197.667,7.0786562820915755,0.22815453796730362,0.1024388032465017,1.2569513469037272,0.10446112073223682,9.609743458701296,54.06694087794038,49.26206914858973,0.12879341493180937
Li7PS3Cl,Ca,0.14,Li-site,500,0.0005152112884517207,1.2385756753444563,0.19539061860236961,3123280146958.9453,7.410837215867021,0.5013493551957574,0.2970553311147858,0.942363432218654,0.5134227895589892,5.261321545099572,-16.302813316078467,-18.93347408862825,0.9263962882359389
Li7PS3Cl,Al,0.01,P-site,500,0.0012598638314631854,1.3941895458730875,0.08218733593305176,11625933031510.31,7.017338116374094,0.1790874855951227,0.06936341438395029,0.13511519888378945,-0.20703508020658046,10.341869138407336,-69.13407370350097,-74.30500827270464,0.08249879493588137
Li7PS3Cl,Al,0.01,S-site,500,0.0010788760869770283,1.2325569458780263,0.04591951697526371,10210519935425.816,2.989695289192477,0.10319007181375564,0.17684420257027111,0.045035561080368075,0.36024071293816756,11.690618377251068,-7.457892390964193,-13.303201579589727,0.13721040878527244
Li7PS3Cl,Al,0.02,P-site,500,0.0006629504052083875,1.3171815543261864,0.18478036355451402,8863893769337.26,4.094878942288035,0.23134823682580863,0.27415646341860506,-0.04654526364304544,-0.08275561279522474,-8.214612087806614,-64.76517936238336,-60.65787331848006,1.1909512010528294
Li7PS3Cl,Al,0.04,S-site,500,0.0011804164227214244,1.252158523882783,0.04520979185240017,7052176589524.686,5.270628392854888,0.5400512461745289,0.4033064586021882,0.13134439695300654,-0.1640837270978287,-7.866016984236266,-62.00691203831766,-58.073903546199524,0.675266446520048
Li7PS3Cl,Al,0.08,P-site,500,0.0003011596305062443,1.3565510418294286,0.10664376540531806,7194441368600.748,2.8349068937184265,0.346704908013236,0.0977567863272353,0.35764845939046197,0.1665685057734943,-2.979095500484354,-0.19739468156727022,1.2921530686749068,1.059905982942422
Li7PS3Cl,Al,0.08,Interstitial,500,0.0005860251213023118,1.2538843393620618,0.18734234607462316,10457280096889.523,3.652137584332374,0.3854847714862958,0.09165133944687065,0.5369796447700407,0.25980397895503754,-11.464582470038463,22.042153629449633,27.774444864468865,0.561295338415496
Li7PS3Cl,Al,0.09,P-site,500,0.001059917989903948,1.2323464192876112,0.15796742354388427,9076058255573.066,2.786455398781905,0.44350630297784627,0.13901821521064653,0.17476423530279364,-0.5483606424568115,-8.58672765728546,-50.26981436566753,-45.976450537024796,0.35480675833479863
Li7PS3Cl,Al,0.1,Li-site,500,0.0008627896678981177,1.2099803968008351,0.09102163070410244,7454012610603.616,2.024883058675643,0.3438427206282747,0.30916778694216546,1.0615008707672462,-0.1364638103093731,6.417498940613609,11.819939125333216,8.611189655026411,1.2014826893941404
Li7PS3Cl,Al,0.12,P-site,500,0.0001941267697845567,1.2913417690285804,0.06501126952260802,488739645691.1536,6.267200816485366,0.21578057918449353,0.34170750150719936,0.5154435233358905,-0.4616072795285226,11.160552266143496,-6.157869791851859,-11.738145924923607,0.928323563706281
Li7PS3Cl,Al,0.13,P-site,500,7.752198290613087e-05,1.3363838454074244,0.1324659584881835,11951763281338.758,4.902711935420587,0.3693662352996236,0.2504793751159509,1.0422359746167338,0.07965401273446455,-6.104630176016462,-47.36952441759598,-44.317209329587754,0.7598341819813242
Li7PS3Cl,Al,0.14,S-site,500,0.0008925895247677225,1.2336844969608323,0.14523645703505267,11018662735938.652,5.795466324511276,0.28881916291287385,0.08442445833322483,-0.11043919263959792,0.05290934914449936,-5.535903313547487,-34.390762957436436,-31.622811300662693,0.7034295891338007
Li7PS3Cl,Al,0.15,P-site,500,8.930220538150581e-05,1.204767788119776,0.10981183658600113,5841534298852.249,2.5984213363448907,0.33488404128939453,0.1576060910658566,0.04273096849011569,-0.41331449970546924,-6.504436045643307,-51.01364608149312,-47.76142805867147,1.1956898288095215
Li7PS3Cl,Sr,0.01,Li-site,500,0.00016518915182354524,1.2533282852164895,0.24179026231374123,1392272309947.7195,4.222123640533156,0.4973942435146114,0.1817583405750912,0.12013756058562415,0.23927655664185093,-12.144753172035324,47.62468152107449,53.697058107092154,0.18434012236793051
Li7PS3Cl,Sr,0.01,Interstitial,500,0.0003680590733974358,1.2301580642679688,0.23025086131202624,7574156422943.313,6.436225857818982,0.47518468846391027,0.27794448133437,0.09008567954189303,0.14787602847628142,-2.400813524263693,-3.4556234971035225,-2.255216734971676,0.934609519213086
