Material,Concentration,Temperature_K,Ion_Mobility_cm2_Vs,Conductivity_Factor,Diffusion_Barrier_eV,Jump_Frequency_Hz,Path_Length_Angstrom,Ion_Phonon_Coupling,Local_Distortion_Index,Channel_Volume_Change_Percent,Defect_Ion_Interaction_eV,Entropy_Change_J_molK,Enthalpy_Change_kJ_mol,Gibbs_Free_Energy_kJ_mol,Phonon_Scattering_Rate
Li6PS5Br,0.01,300,0.0005293715588359472,0.9926965348626967,0.19392988094889216,5238784734330.375,4.030480234937204,0.3996108244875144,0.23175259389744837,0.02306153032078277,-0.07997707596949873,0.49817935761443854,0.06204844756662776,-0.08740535971770419,0.7337790991863595
Li6PS5Br,0.01,350,0.0005111258924277112,1.0314506783030741,0.19993794602992013,4557255201289.654,4.400740074492161,0.3630844867931541,0.20708245582114937,0.024112719551575915,-0.027094434798348246,1.4547510724472739,-4.521117504284769,-5.030280379641313,0.6641440474948436
Li6PS5Br,0.01,400,0.0006095490479761999,1.0448069024171243,0.1653416052564284,4919847631385.613,5.000726969751351,0.3962004725755404,0.20581432763298463,0.028750264613302746,-0.0222687157199822,0.7598061853977122,2.2171474483949853,1.9132249742359009,0.7174720745962784
Li6PS5Br,0.01,450,0.0005233738491976406,1.034647436312579,0.1895663838359671,4700543757002.193,4.779884093497801,0.35971492444867775,0.2177444801366451,0.025724150356485634,0.02751015124541271,-0.2223178480847352,-1.9968284930607374,-1.896785461422607,0.7368208199168493
Li6PS5Br,0.01,500,0.0004979870833162883,0.9815306524134894,0.18617512886828205,5243479274020.495,4.6107697606729205,0.3712853178149164,0.22428539530881433,0.026310688676211044,0.04471276232382355,-0.8460831764336366,2.207226951387471,2.6302685396042893,0.7737420003714186
Li6PS5Br,0.01,550,0.0004778516282209652,0.9895931314957616,0.20708702867470696,5350718528243.335,4.592480305173341,0.3638888400069567,0.21589499981265706,0.028193641687489886,0.019399968999974388,0.2109200521497122,0.4888040040178725,0.37279797533553094,0.7197319406198119
Li6PS5Br,0.01,600,0.00048515459921393434,1.0030177526278985,0.19273301147615715,4450303704064.465,4.3209282832500975,0.37973893146770793,0.2337473069442586,0.03092927982043324,-0.0032491126614473055,-0.3314860650820251,8.01171751062865,8.210609149677866,0.7369495347815592
Li6PS5Br,0.02,300,0.0005163738798792295,1.0077810012849029,0.17704304472476198,4472625453266.623,4.848799500620506,0.42199797089917485,0.24905433074830982,0.042311445664648284,-0.05882253362913963,1.4581969988808428,2.528508441672985,2.0910493420087324,0.8131235825431605
Li6PS5Br,0.02,350,0.0005127564122110182,1.0137013858533894,0.20126208742849933,5213003193877.899,4.594359759339334,0.4085882574454708,0.21167492526187395,0.05556746454452907,0.03875746880346708,-0.2550782360656778,-0.29904659782140697,-0.20976921519841962,0.6637991529113028
Li6PS5Br,0.02,400,0.000492475066764578,1.0083056099917385,0.20940742698149728,4835242949038.909,4.946856051055803,0.3679799069248744,0.20123659167030417,0.06771164948815218,-0.00023590104015000873,-0.4748907383165317,4.534012994534334,4.723969289860946,0.6926715383572941
Li6PS5Br,0.02,450,0.0004925693475308432,0.9636936689209693,0.17867479521805596,5334974652869.838,4.8359328403619,0.39868800360418616,0.21750244775692412,0.05255642899672296,0.040366275200414733,0.5923811409054468,6.093416907111428,5.826845393703977,0.7129544105413638
Li6PS5Br,0.02,500,0.0005244201392593255,0.9852988854886734,0.19949888332709728,5348702672287.816,4.729966567210908,0.4011163054584392,0.23031631131001365,0.05397199633900655,-0.03638995882108425,0.9005738447783791,4.139432036412852,3.689145114023662,0.7838203512498295
Li6PS5Br,0.02,550,0.0005037482223015812,1.01069206506237,0.2032555808800553,5251699831916.357,4.36562921556656,0.353444983322272,0.20758555813718227,0.04180255672223283,-0.019426337103499915,-0.06597070272461081,3.398493020781557,3.434776907280093,0.7032900820902737
Li6PS5Br,0.02,600,0.00047630326627374765,1.0427108625924941,0.18893017742301094,4268067117240.0933,4.631048812178114,0.3861271504071736,0.21289843682666731,0.04891841760844398,0.013556755456310552,1.0366242049092114,-3.8137172291881423,-4.4356917521336685,0.7024969558651942
Li6PS5Br,0.03,300,0.000572291891949115,1.0073868944618705,0.2105431461429529,5388564713945.74,4.773508127927756,0.41921719813375513,0.2335748399970796,0.0735145113223973,-0.002363708686794083,-1.15635799730276,-0.1687469825313333,0.17816041665949484,0.7309878197480956
Li6PS5Br,0.03,350,0.0004895115162024115,0.9852972864439268,0.20822909993981145,4717717519934.767,4.668983301950018,0.39876500561905215,0.2577604235450314,0.10026211609736584,0.10544958584758611,-0.4235579686671096,2.5104808221403094,2.6587261111737974,0.8238634467839027
Li6PS5Br,0.03,400,0.0005021876761516968,0.9996170184635693,0.19533790366401643,4623846677948.565,4.714116351784287,0.3847193434197944,0.255340584955742,0.05824317347349414,0.02736687647580652,1.1496960862358019,2.2241661783328586,1.7642877438385383,0.7656632198898861
Li6PS5Br,0.03,450,0.0005663618913877229,1.040335201811187,0.21243561495229085,5041722952780.485,4.338096800539825,0.34528676558804516,0.20505840185277519,0.07337969374702814,0.0023634960228062414,-0.809863692106456,-2.160316521378825,-1.7958778599309195,0.7247228010473651
Li6PS5Br,0.03,500,0.0004926810792255608,0.9920463277758446,0.20548812895976634,4785647355650.649,4.874804614417294,0.3899051964800238,0.24517242534753103,0.08220104265418228,0.000946494054131114,0.38159615886154885,-1.363252016780087,-1.5540500962108617,0.8367359783770775
Li6PS5Br,0.03,550,0.0005715563117723967,1.0182780812404284,0.19547726014928835,5865868053239.264,4.8370779931703085,0.3817770802426122,0.22645240511433137,0.06726447511638334,0.06545215501165032,-0.3908655270083,-3.0006522941443774,-2.7856762542898115,0.761558608767944
Li6PS5Br,0.03,600,0.0004621392410325112,0.9980096425814283,0.18975681127201463,4763938750018.834,4.915937962888424,0.4131502995295741,0.22487940290078756,0.05478359256051664,-0.08800251721114088,-0.4060104014121924,1.421742769263278,1.6653490101105934,0.76586282832134
Li6PS5Br,0.04,300,0.000473960873365138,1.005875420684786,0.19522701747468704,4616502002374.124,4.710202038658759,0.38086764260807676,0.22064364594423325,0.08893838508936766,0.061545793020951915,0.4276555890552907,0.6841139150511582,0.5558172383345709,0.7624929810942064
Li6PS5Br,0.04,350,0.000522538067193026,1.0186769951203738,0.199679354776745,4698917557145.018,4.534189770697615,0.3517289645459592,0.23575002104383178,0.06883661521760677,0.0022795922144797595,-1.0094450154296548,7.889326384973776,8.242632140374155,0.69570096802888
Li6PS5Br,0.04,400,0.0005277185129182391,1.0139648004880935,0.18831177546731742,4497382999921.965,4.684639039395162,0.3770845984993307,0.24520163021365055,0.10884059032002368,-0.001245931240488805,-0.6718769493036415,-7.187975166691763,-6.919224386970308,0.7682021433315211
Li6PS5Br,0.04,450,0.000495113743754858,1.00459251903678,0.19239082383128106,5105222451328.074,4.452056273690157,0.37710232354560014,0.20812436250360108,0.10665276601117032,0.06164310775607927,-1.7314541183064138,-1.4475398056012585,-0.6683854523633722,0.6998569435196308
Li6PS5Br,0.04,500,0.0004977139996708973,1.0300632810801618,0.18851572159905186,5188195995126.791,4.810759428936899,0.34443944950796646,0.23058669993918332,0.1331939238537609,0.049971551927486264,1.0228447029266259,-1.5504618759986568,-2.06188422746197,0.779067335909591
Li6PS5Br,0.04,550,0.0004931398460373635,1.0048465276767389,0.20350457677788816,4818108940508.264,4.763872862524624,0.35121639724957865,0.22502929014565862,0.11789700282398446,-0.003609482491483336,-0.4481655289177938,6.494152169361069,6.740643210265855,0.7068980456604758
Li6PS5Br,0.04,600,0.0004971754888791277,1.0071806776879504,0.2132421547718252,5682741805920.314,5.1973294066469125,0.4377208494758407,0.25567900128470983,0.11048762481459584,-0.06066429522642706,0.5570139262649344,6.831633759831328,6.497425404072366,0.6699341636348676
Li6PS5Br,0.05,300,0.0005178014454969847,1.0316439856765416,0.1829639159069507,4608064671368.955,4.842737336421207,0.40079711784339833,0.24172985395199012,0.08305628126636168,0.09608206658379942,-1.3301672272779763,-2.4191148728675476,-2.0200647046841547,0.7457681770544458
Li6PS5Br,0.05,350,0.0005378693291448515,1.0106365406694804,0.19296559014253686,5462425859585.696,4.982792538957786,0.4075492981028563,0.237170726713327,0.10518840263757433,-0.014659301281040689,-0.5787828452191379,2.3862628983257457,2.5888368941524442,0.7188646882869436
Li6PS5Br,0.05,400,0.0005276752470013569,1.0181324026462846,0.19097494144403315,4820259312997.415,4.6815029260614685,0.3623977111927825,0.23668341654625824,0.17743356163826057,-0.029024169440330427,-0.10494948092267911,-0.3241678011509419,-0.2821880087818699,0.7048892686356825
Li6PS5Br,0.05,450,0.0004791403709243668,0.9657619076091333,0.19759754174161542,4815872422512.549,4.440196648543578,0.3748827419828636,0.25192074066966985,0.09562787236043656,-0.012927731078548433,1.7683670738791195,-1.1134380334581901,-1.9092032167037938,0.6248505205278786
Li6PS5Br,0.05,500,0.0004748838859103675,0.9759049856619171,0.19340151447362067,5149244839364.267,4.503812519530998,0.38570871467794227,0.25872512020829735,0.12355506429519157,-0.04356532002402438,0.24833950288341,-2.3616906955235026,-2.4858604469652077,0.7114421320127294
Li6PS5Br,0.05,550,0.00048525896708193333,0.9899700117436475,0.18929148762238815,4714784216825.891,4.99653171474564,0.4081871534675489,0.23397566057649336,0.12942123105480746,0.025748301423849717,1.4269850769512555,1.7254219690060164,0.9405801766828253,0.7566854349451957
Li6PS5Br,0.05,600,0.0005017355596344264,0.9992280029479651,0.20998565380689038,4532301437463.031,4.9576594506557115,0.36029868040091695,0.22970539613912275,0.12300997158515721,-0.06690436650434485,0.948998936987447,1.3961598921417253,0.826760529949257,0.7143176906377272
Li6PS5Br,0.06,300,0.00048643215019465545,1.018262279616768,0.20487864335898015,5169697927729.14,5.158593550856268,0.4087834970246297,0.2716111450757873,0.15472391290154347,0.006415592278356249,0.17897927780353717,-0.3914796848804569,-0.4451734682215182,0.7042343099653526
Li6PS5Br,0.06,350,0.0005236406799522795,1.0259262367879851,0.19006389739357255,5171321270244.799,4.962158022293524,0.33986412487125334,0.2320979807887088,0.14233005677734492,0.007943619994049207,-1.0665887809520795,0.014003575815073907,0.38730964914830185,0.749567040258731
Li6PS5Br,0.06,400,0.0005679014831223292,1.011567403662579,0.19545579849499684,4972186002062.077,4.402973321043979,0.4209274257003953,0.25354308221677446,0.1233744657155872,0.013199661803495863,0.6854740461563141,1.376529855607337,1.1023402371448117,0.7814084154990695
Li6PS5Br,0.06,450,0.00044076000372749667,0.9893476021688138,0.1871474706416132,4734472969168.295,4.44381943597142,0.38003490174322,0.26212157423212584,0.1468360112002864,0.016025453132629895,-0.43949229513863536,3.6618208893628448,3.859592422175231,0.7008729461618156
Li6PS5Br,0.06,500,0.0005306426581538667,1.0100620044471307,0.1849587869501577,5107215628868.277,5.207667813794415,0.36447425009216233,0.24670604978995753,0.07704097618565266,-0.005415967543393391,-0.2251194072206814,-5.1130667373096745,-5.000507033699334,0.7429579864103473
Li6PS5Br,0.06,550,0.0004906575436736815,0.9880538183875397,0.19365288427949665,5247971565120.261,4.855235400264896,0.36072278260334645,0.26128932442588737,0.16876748225464358,0.008927541362652091,0.8575371633077851,-2.8984902987620123,-3.3701357385812942,0.7128269158095697
Li6PS5Br,0.06,600,0.0004579712563689879,1.0096609292415892,0.18705203245127497,5179770819668.415,5.157929633074568,0.33129620785077246,0.24034827496868602,0.12577493001395346,0.008145957930772862,-0.02883122098623764,3.4899948490500066,3.5072935816417488,0.7355760820778628
Li6PS5Br,0.07,300,0.000528034292357108,1.0019396985244282,0.1915187942790015,4562435022499.046,4.819992905766435,0.3636230449788795,0.2772857424587426,0.26439281287908434,0.004878395834762155,-0.3105931543552929,0.20933165211400345,0.3025095984205913,0.7391264187893253
Li6PS5Br,0.07,350,0.0005059285693052069,0.992567798556435,0.21544006275044944,4765547778191.524,4.588593399039622,0.3465750574803373,0.23849907548642593,0.17151828120238005,-0.03146969883517344,0.21476262759281245,-1.808428220820911,-1.8835951404783953,0.656260300552953
Li6PS5Br,0.07,400,0.0005191982136648052,0.9823885208408653,0.20214235886026924,5562042761766.665,4.935443328437728,0.40823009683931766,0.28211756786329706,0.21300527919122036,0.03910325526449628,-1.447986959210979,1.1537310358766084,1.7329258195610004,0.7252888751851576
Li6PS5Br,0.07,450,0.0004703838715989448,1.0033850681743468,0.2151442161349809,5560124476612.747,4.681550013679668,0.3930769012240167,0.25682271180644556,0.175741568270352,-0.0027343176055373967,-0.30337197966599017,-4.133073532846597,-3.996556141996901,0.8069307943725547
Li6PS5Br,0.07,500,0.0005016729167213622,1.057871959117681,0.19914116723779732,5112176406649.426,4.366086640628675,0.3674709363097939,0.2580860587049882,0.1861930090057571,-0.030853278410237536,-0.47080076932182346,-0.5883539925707636,-0.35295360790985203,0.8162348674113403
Li6PS5Br,0.07,550,0.000433409028550476,0.9886191267196852,0.20461503828299496,4901853022565.349,4.708413445828882,0.4115473574919893,0.23550224652638085,0.16700627060283404,-0.04708269026260625,-0.3397585097620607,3.5020806289557624,3.6889478093248957,0.6993150985693578
Li6PS5Br,0.07,600,0.0004210368840929825,1.0074509632686237,0.20372703116015722,4987554376839.335,4.395346273728444,0.3938835451158832,0.23718811012711236,0.12900667773996619,0.039951609915992906,-0.9618423175258459,0.19381311052046257,0.7709185010359704,0.7047475667743395
Li6PS5Br,0.08,300,0.0005457756583293362,0.9980456150589964,0.17166695223064957,3922011244860.5205,4.797884681805212,0.3678333217403699,0.2322976319407769,0.1401376478776663,0.009602814455882281,0.6984760517253865,0.8119576655315466,0.6024148500139305,0.7611378749716754
Li6PS5Br,0.08,350,0.00048206920753598293,1.0038540934203732,0.1757715776382965,4698228118018.871,4.56849917933974,0.3895209749536575,0.24858890343245615,0.2485065132031957,-0.02653808021449487,-0.4424481741967438,-4.771003935241197,-4.6161470742723365,0.7519364564915397
Li6PS5Br,0.08,400,0.0004689635850144721,0.9424079032547669,0.20044222519040242,4653563298246.85,4.708733702683109,0.35283610095882934,0.26040650049902875,0.2120538693711142,0.01158943887410688,-0.23444790546055322,0.2773060271120082,0.3710851892962296,0.6997833069110809
Li6PS5Br,0.08,450,0.0005055206442207836,1.0157964099287327,0.18836834663860208,4783882512045.159,4.887734397526568,0.34521183731404476,0.27236963551660553,0.16154801163138954,-0.05291702393625021,1.0087123931456066,-2.3786564169530893,-2.8325769938686123,0.6784452193898916
Li6PS5Br,0.08,500,0.0005512713109139423,1.0121516089094778,0.19881493421642585,5427018870558.024,4.837367375697302,0.3806608141161366,0.2351466195188885,0.21706038474848383,-0.04880348370984375,-1.5890721990839645,0.08694382432401909,0.8814799238660014,0.7435137956286347
Li6PS5Br,0.08,550,0.0004385343400029077,0.992370627748368,0.19899134904193225,4591742985817.367,4.19075565155399,0.35545906373651387,0.2744642353221299,0.21417736796635428,-0.01140464876900965,-0.9846516896517195,-3.929956587145647,-3.3883981578372016,0.831718750211006
Li6PS5Br,0.08,600,0.00047256992630493537,1.0073312994029242,0.18089977225440418,5552829658910.329,4.568671951785165,0.3597445707789147,0.25590789884183196,0.195660339031441,0.06529287078934622,0.642912169730788,-0.6446592112048684,-1.0304065130433415,0.8310262720784362
Li6PS5Br,0.09,300,0.0005036455118708775,0.9684029558929136,0.20067302362686318,4476366923484.631,4.5834205268894355,0.41899850808132544,0.24639231111777532,0.2231848309267792,-0.03380577362180469,0.9397495397846053,6.5618684972610755,6.279943635325694,0.6828790567628134
Li6PS5Br,0.09,350,0.0005057062756383733,0.9713963217920375,0.22590000445547975,4992250470066.207,4.844626070564273,0.40048101164223904,0.2511621405574249,0.2205172515419935,0.040867334549236425,-1.5596810829227477,5.345019250838354,5.890907629861316,0.7621452544853381
