Material,Dopant,Concentration,Position,Temperature_K,Ion_Mobility_cm2_Vs,Conductivity_Factor,Diffusion_Barrier_eV,Jump_Frequency_Hz,Path_Length_Angstrom,Ion_Phonon_Coupling,Local_Distortion_Index,Channel_Volume_Change_Percent,Defect_Ion_Interaction_eV,Entropy_Change_J_molK,Enthalpy_Change_kJ_mol,Gibbs_Free_Energy_kJ_mol,Phonon_Scattering_Rate
Li7PS3Cl,Mg,0.01,Li-site,300,0.0004915512460210053,1.2908562625107913,0.06568564639474576,2014754524692.559,2.3297971470295837,0.5389434397251385,0.24251256400738924,0.07256017507848815,-0.4866067382897605,12.131721509576609,42.913566480284985,39.274050027412,0.30848203806023683
Li7PS3Cl,Mg,0.01,S-site,300,0.0009439547960764755,1.2954025244158665,0.1942376835562504,1091137637989.846,2.9486511848699966,0.5555595656234396,0.24402253098354248,-0.06298304363858856,-0.4045063839909774,4.236012088980711,-64.1144473715999,-65.38525099829411,0.24793586318177566
Li7PS3Cl,Mg,0.02,Li-site,300,0.0004732673479412401,1.251044062807429,0.26084545339860277,5367618662905.524,6.404855718820754,0.4866863414475214,0.07517554200250856,0.21363563030057492,0.0054099436212928596,8.168253494664954,-22.51258782304813,-24.963063871447616,1.1253695719322598
Li7PS3Cl,Mg,0.03,Li-site,300,0.00023267073252107495,1.2259911463058002,0.15497206362004434,11613674504229.658,2.861336389192658,0.3967747168126524,0.22214487873429145,0.15343819361045719,-0.5035748579072217,9.12441235388471,52.97731884817776,50.23999514201235,0.7420497950788539
Li7PS3Cl,Mg,0.05,P-site,300,0.00028483587225775327,1.3160925664528702,0.12281515290712763,11555115363832.441,7.1850381446522125,0.4994685274954767,0.32865248247598494,-0.028283679023073906,-0.4505117707199039,-2.553741310515148,-42.96719589553514,-42.201073502380595,0.8595909134939622
Li7PS3Cl,Mg,0.07,P-site,300,0.0003470752110187961,1.2505177246771968,0.18455212085142594,1741755872276.3323,4.591836169437016,0.41465373547931755,0.2308215691759834,0.08987188356164864,0.5457024697341665,9.51180702047251,15.432133800915242,12.57859169477349,0.7384520596586478
Li7PS3Cl,Mg,0.08,P-site,300,0.0011433831280146711,1.2438323306265493,0.24276796732156017,3122967984031.4395,5.2940854569069264,0.26498254490562867,0.3010654181444589,-0.13871380412531634,-0.3454159007769952,10.404385958772567,-49.52894530837859,-52.65026109601036,0.6652887767387562
Li7PS3Cl,Mg,0.09,Interstitial,300,0.0007547135140506896,1.2897979698405377,0.21254456342827288,5021074491179.089,3.3457173150806696,0.3906217985453238,0.4095059016835231,1.037433973501408,-0.1794375093502685,0.7139667948614438,-37.19314325994839,-37.407333298406826,1.2210322682198695
Li7PS3Cl,Mg,0.1,P-site,300,1.337931998336337e-05,1.2566450518897203,0.2300933619602472,1911776372981.07,4.68164190706837,0.2592314086425234,0.08283245232404934,0.28801767728226463,0.4838505978940307,-11.559648644134874,-26.205961118362623,-22.73806652512216,0.3079694116220943
Li7PS3Cl,Mg,0.12,S-site,300,0.0007347479474425311,1.2474931742697721,0.05024160364462465,7805806107360.418,5.21783508101762,0.2919940346236053,0.26487322947453146,1.264751475432153,-0.3583727232729409,-11.911950256034698,45.11744750351926,48.69103258032967,0.7487263773198917
Li7PS3Cl,Mg,0.15,Li-site,300,0.0007878156442903331,1.283955001785424,0.1763497458246014,3527517469723.7026,4.801737455502833,0.24617067186185038,0.30018088169798446,1.6052665055639534,0.08489860590494747,3.382513157153791,2.407139207563962,1.3923852604178246,0.1212501136786962
Li7PS3Cl,Mg,0.15,S-site,300,0.00018912846411067364,1.2377710005437996,0.06595803206283195,7995546404448.875,3.336402718342476,0.1515622073633515,0.34974147887290125,0.7250743630739209,0.31216363649385576,-4.716833947864933,-6.439917493645339,-5.02486730928586,0.5471908379843871
Li7PS3Cl,Ca,0.02,S-site,300,0.0011455011354824247,1.2255377441265947,0.2070419437821761,11874817366784.268,6.15674263386982,0.589461529152066,0.2219517614620426,-0.07951371743167067,0.029023053065707623,-9.145628651357853,11.335424981627162,14.079113577034517,0.6429220122139508
Li7PS3Cl,Ca,0.03,Li-site,300,0.0010747869559874753,1.201449973628008,0.06938885191857368,1566750312985.6377,3.9730257006219656,0.5288768556342504,0.12953672013656597,-0.1460193831402611,-0.3848635357093589,8.620282659580893,16.0733923931497,13.487307595275432,0.3716398484936549
Li7PS3Cl,Ca,0.03,Interstitial,300,0.0008846952753315773,1.2538140050696585,0.28639198248122044,8051316781935.279,3.7324100840011827,0.1333914873636821,0.34082687586426924,0.016276663922398737,0.16769085882583054,-0.7318156423423318,-37.7486058602387,-37.529061167536,0.7755803711926068
Li7PS3Cl,Ca,0.04,S-site,300,0.0003409777037437057,1.250687394861871,0.0388681684949342,550011046826.8412,6.224269139223469,0.31241687178832334,0.13389402283874857,-0.10724882339841252,0.18015070031077116,-12.496829827599218,38.25742295140655,42.00647189968631,0.15655723424336068
Li7PS3Cl,Ca,0.06,S-site,300,0.0003636364394067191,1.3049111702687124,0.2814930797049655,3501718592845.3003,2.233900746420865,0.4469974827441752,0.20936166187317432,-0.27314719071334126,0.22619987268606667,-12.235501960041965,48.30737966198361,51.9780302499962,0.22116280681241973
Li7PS3Cl,Ca,0.08,S-site,300,0.00011175405671532317,1.2012044425660005,0.27700291465935173,3626489995156.4595,5.755570115317899,0.253364174512045,0.1993145438267581,-0.10266025729749573,-0.1757907135118286,-2.1453415106961735,26.476476140665678,27.12007859387453,0.6856406928116867
Li7PS3Cl,Ca,0.09,Li-site,300,0.0001360842442280278,1.2070951918427613,0.10338416543081251,10520541063132.248,4.793736814183411,0.2392137914451229,0.2532645998328489,0.07923774284245275,0.07298170840025729,-9.305910425133712,59.99148463365468,62.78325776119479,0.5795420331864441
Li7PS3Cl,Ca,0.11,S-site,300,0.00108549160376248,1.2080699335778138,0.1320365189607825,4022616828654.8174,2.985125857403453,0.4122203415143531,0.2447058850211769,1.0611766480191285,-0.5450923387384021,3.4760503537099834,31.766063419782235,30.723248313669238,0.9838000366106899
